TIMESTAMP,METHOD,100-CNT,100-AVG,100-STD,100-MAX,180-CNT,180-AVG,180-STD,180-MAX,200-CNT,200-AVG,200-STD,200-MAX
1522683218,INVITE,0,0.00,0.00,0,600,2.48,20.40,501,591,504.93,20.61,1004
1522683219,INVITE,0,0.00,0.00,0,600,1.64,0.76,6,609,504.04,1.19,509
1522683220,INVITE,0,0.00,0.00,0,599,1.59,0.72,5,600,503.98,1.21,510
1522683221,INVITE,0,0.00,0.00,0,601,2.44,20.38,501,611,504.08,1.15,508
1522683222,INVITE,0,0.00,0.00,0,600,1.60,0.77,6,585,504.10,1.39,512
1522683223,INVITE,0,0.00,0.00,0,600,1.62,0.76,8,599,504.09,1.31,513
1522683224,INVITE,0,0.00,0.00,0,600,1.57,0.70,5,611,504.08,1.33,513
1522683225,INVITE,0,0.00,0.00,0,600,1.63,0.79,6,601,504.04,1.34,514
1522683226,INVITE,0,0.00,0.00,0,599,1.61,0.81,7,587,504.06,1.28,510
1522683227,INVITE,0,0.00,0.00,0,601,2.42,20.34,500,611,504.03,1.26,510
1522683228,INVITE,0,0.00,0.00,0,600,1.61,0.73,6,590,504.08,1.33,512
1522683229,INVITE,0,0.00,0.00,0,600,1.61,0.73,6,591,504.12,1.27,511
1522683230,INVITE,0,0.00,0.00,0,600,1.65,0.81,7,624,504.06,1.27,511
1522683231,INVITE,0,0.00,0.00,0,600,1.57,0.69,5,588,504.03,1.15,511
1522683232,INVITE,0,0.00,0.00,0,600,1.63,0.78,6,603,504.03,1.30,513
1522683233,INVITE,0,0.00,0.00,0,600,1.66,0.84,7,601,504.99,20.44,1004
1522683234,INVITE,0,0.00,0.00,0,600,1.60,0.76,6,595,504.05,1.40,512
1522683235,INVITE,0,0.00,0.00,0,600,1.62,0.77,5,607,504.00,1.22,509
1522683236,INVITE,0,0.00,0.00,0,600,1.65,0.81,8,603,504.07,1.22,510
1522683237,INVITE,0,0.00,0.00,0,600,1.61,0.78,6,600,504.03,1.30,513
1522683238,INVITE,0,0.00,0.00,0,600,1.66,0.76,5,599,504.10,1.30,511
1522683240,INVITE,0,0.00,0.00,0,200,1.60,0.68,5,471,503.94,1.14,511
